"","council","reference","date_received","date_validated","address","description","applicant","agent","status","decision","decision_date","category","search_term","url","decision_clean","address_clean","postcode","pc_lat","pc_lon","g_lat","g_lon","g_status","lat","lon","geometry"
"102","Vale of White Horse","P15/V0712/FUL",NA,NA,"Land at Southmoor House Faringdon Road Kingston Bagpuize with Southmoor OX13 5AA","proposed demolition of existing building (previously used as a care home) and the construction of 10 ""age restricted"" dwellings (including 1 bungalow) with access, car parking and other facilities","Blue Cedar Homes","allen planning ltd","","refusal of planning permission | appeal: appeal allowed on 19 may 2016","16th September 2015","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P15/V0712/FUL","refused","Land at Southmoor House Faringdon Road Kingston Bagpuize with Southmoor OX13 5AA","OX13 5AA",51.680354,-1.420316,NA,NA,NA,51.680354,-1.420316,c(-1.420316, 51.680354)
"103","Vale of White Horse","P15/V1671/FUL",NA,NA,"Chawley Park & 195/195A Cumnor Hill Oxford OX2 9GG","70 bed care home, associated car parking, external works and landscaping

(as amended by plans; planning statement addendum; arboricultural method statement; flood risk assessment and contamination report received 20th november 2015.)
(bat mitigation plan received 3 december 2015.)
(as amended by plans received 7 january 2016 for minor design changes)
(as amplified by additional information (sewer impact study) received 25 may 2016.)","Frontier Estates Ltd, Hamberle","Kemp and Kemp LLP","","planning permission","2nd December 2016","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P15/V1671/FUL","approved","Chawley Park & 195/195A Cumnor Hill Oxford OX2 9GG","OX2 9GG",51.735725,-1.318384,NA,NA,NA,51.735725,-1.318384,c(-1.318384, 51.735725)
"104","Vale of White Horse","P15/V2905/FUL",NA,NA,"Southmoor House Faringdon Road Southmoor Abingdon OX13 5AA","proposed demolition of existing building (previously used as a care home) and the construction of 10 "" specialist homes designed for older people ""  (including 1 bungalow) with access, car parking and other facilities.

(6 july 2016 - amended plans received)","Blue Cedar Homes","Allen Planning Ltd","","planning permission","4th August 2016","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P15/V2905/FUL","approved","Southmoor House Faringdon Road Southmoor Abingdon OX13 5AA","OX13 5AA",51.680354,-1.420316,NA,NA,NA,51.680354,-1.420316,c(-1.420316, 51.680354)
"105","Vale of White Horse","P16/V0262/FUL",NA,NA,"Framland Naldertown Wantage OX12 9DL","additional link and minor internal alteration to framland care home.","Mr Steve Mayo","Mr John Ghaw","","planning permission","23rd March 2016","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/V0262/FUL","approved","Framland Naldertown Wantage OX12 9DL","OX12 9DL",51.590557,-1.437396,NA,NA,NA,51.590557,-1.437396,c(-1.437396, 51.590557)
"106","Vale of White Horse","P16/V1239/FUL",NA,NA,"Orchard House High Street Harwell DIDCOT OX11 0EX","extension of existing care home to provide additional bedrooms and dedicated therapy room.","Riaan Basson","James Boon","","withdrawn prior to determination","14th July 2016","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/V1239/FUL","withdrawn","Orchard House High Street Harwell DIDCOT OX11 0EX","OX11 0EX",51.598758,-1.292658,NA,NA,NA,51.598758,-1.292658,c(-1.292658, 51.598758)
"107","Vale of White Horse","P16/V2359/FUL",NA,NA,"Orchard House High Street Harwell DIDCOT OX11 0EX","extension of existing care home to provide additional bedrooms and dedicated therapy room. demolition of two small existing extensions to facilitate new extension. (revised travel plan statement and addendum provided 3 january 2017).  (additional information technical note, received 17 march 2017).","Christchurch Group","Lathams","","planning permission","24th August 2017","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/V2359/FUL","approved","Orchard House High Street Harwell DIDCOT OX11 0EX","OX11 0EX",51.598758,-1.292658,NA,NA,NA,51.598758,-1.292658,c(-1.292658, 51.598758)
"108","Vale of White Horse","P17/V0813/FUL",NA,NA,"Land at Grove Road Wantage","erection of a 65 bed care home and 50 extra care units (both within use class c2), parking, landscaping, access and other associated works (as amended by drawings and information accompanying letter from agent of 11 june 2017 and clarified by biodiversity assessment calculator accompanying email from agent of 26 june 2017).","Frontier Estate (Berks) Limited, Norma Rayne, Valerie Page,","Anne Gillings","","planning permission","27th October 2017","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/V0813/FUL","approved","Land at Grove Road Wantage",NA,NA,NA,51.5958165,-1.4226044,"ok",51.5958165,-1.4226044,c(-1.4226044, 51.5958165)
"109","Vale of White Horse","P16/V3219/FUL",NA,NA,"Abingdon Court Care Home Marcham Road ABINGDON OX14 1AD","proposed biomass boiler & cabin.  ecology report submitted 24 april 2017","RSG ltd","White Rose Architectural Ltd","","planning permission","15th May 2017","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/V3219/FUL","approved","Abingdon Court Care Home Marcham Road ABINGDON OX14 1AD","OX14 1AD",51.669639,-1.298742,NA,NA,NA,51.669639,-1.298742,c(-1.298742, 51.669639)
"110","Vale of White Horse","P17/V1107/FUL",NA,NA,"Cumnor Hill House Breeches End Cumnor Hill OXFORD OX2 9FW","erection of a 75 bed care home with associated landscaping and car parking - retrospective application following previous approved scheme p14/v0695/rm","Active Lives Care Ltd","Mr mike hay","","planning permission","12th July 2017","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/V1107/FUL","approved","Cumnor Hill House Breeches End Cumnor Hill OXFORD OX2 9FW","OX2 9FW",51.742965,-1.310918,NA,NA,NA,51.742965,-1.310918,c(-1.310918, 51.742965)
"111","Vale of White Horse","P18/V1562/FUL",NA,NA,"Shrublands Faringdon Road Cumnor Oxford OX2 9QY","temporary permission for three years for a portable cabin to be used as a training and meeting room, ancillary to the care home.","Ms Jane Quartermain","Smith Jenkins Ltd","","planning permission","8th August 2018","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/V1562/FUL","approved","Shrublands Faringdon Road Cumnor Oxford OX2 9QY","OX2 9QY",51.718993,-1.332548,NA,NA,NA,51.718993,-1.332548,c(-1.332548, 51.718993)
"112","Vale of White Horse","P18/V1597/FUL",NA,NA,"Shrublands Faringdon Road Cumnor Oxford OX2 9QY","retrospective permission for the replacement of timber building with new timber building used as ancillary manager's accommodation for shrublands care home.","Ms Quartermain","Smith Jenkins Ltd","","planning permission","8th August 2018","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P18/V1597/FUL","approved","Shrublands Faringdon Road Cumnor Oxford OX2 9QY","OX2 9QY",51.718993,-1.332548,NA,NA,NA,51.718993,-1.332548,c(-1.332548, 51.718993)
"113","Vale of White Horse","P19/V0403/FUL",NA,NA,"Land at Alma Barn Didcot Road Harwell OX11 6DN","construction of an 85-bed care home (use class c2) with associated car parking, access and landscaping (as per amended plans submitted 23 july 2019).","Merbuild Developments Ltd","Simply Planning Limited","","planning permission","13th September 2019","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/V0403/FUL","approved","Land at Alma Barn Didcot Road Harwell OX11 6DN","OX11 6DN",51.602686,-1.276151,NA,NA,NA,51.602686,-1.276151,c(-1.276151, 51.602686)
"114","Vale of White Horse","P19/V0006/FUL",NA,NA,"Land Off Grove Road Wantage OX12 7DR","variation of conditions 5 (hard & soft landscaping), 9 (noise mitigation) and 12 (biodiversity enhancement plan) of application p17/v0813/ful

erection of a 65 bed care home and 50 extra care units (both within use class c2), parking, landscaping, access and other associated works (as amended by drawings and information accompanying letter from agent of 11 june 2017 and clarified by biodiversity assessment calculator accompanying email from agent of 26 june 2017).","Oakland Care","ADG Architects","","withdrawn prior to determination","28th March 2019","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/V0006/FUL","withdrawn","Land Off Grove Road Wantage OX12 7DR","OX12 7DR",51.593399,-1.422636,NA,NA,NA,51.593399,-1.422636,c(-1.422636, 51.593399)
"115","Vale of White Horse","P19/V2127/FUL",NA,NA,"Land off Grove Road Wantage OX12 7DR","variation of condition 2 (drawings - minor amendments to make roof details work) on application ref. p17/v0813/ful erection of a 65 bed care home and 50 extra care units (both within use class c2), parking, landscaping, access and other associated works. (additional information received 18 november 2019,17 december 2019 and 29 january 2020).

(erection of a 65 bed care home and 50 extra care units (both within use class c2), parking, landscaping, access and other associated works).","Oakland Care","ADG Architects","","planning permission","6th March 2020","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/V2127/FUL","approved","Land off Grove Road Wantage OX12 7DR","OX12 7DR",51.593399,-1.422636,NA,NA,NA,51.593399,-1.422636,c(-1.422636, 51.593399)
"116","Vale of White Horse","P19/V1993/FUL",NA,NA,"The Knowl 52 Stert Street Abingdon OX14 3JU","change of use from residential care home to hmo including internal alterations to partitions. (amended plans received 14 october 2019 re-configuring internal layout, amended bin storage and car parking)","Flamsteed","3bd Architects","","planning permission","4th December 2019","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P19/V1993/FUL","approved","The Knowl 52 Stert Street Abingdon OX14 3JU","OX14 3JU",51.672353,-1.281983,NA,NA,NA,51.672353,-1.281983,c(-1.281983, 51.672353)
"117","Vale of White Horse","P20/V0989/FUL",NA,NA,"Land off Grove Road Wantage OX12 7DR","variation of condition 1 (approved plans) of application p19/v2127/ful-update the site plan drawings to show the accurate position of the proposed sub-station. amended plans received 10 june 2020, and additional plans to update sub-station position on plans received 4 september 2020.

variation of condition 2 (drawings - minor amendments to make roof details work) on application ref. p17/v0813/ful erection of a 65 bed care home and 50 extra care units (both within use class c2), parking, landscaping, access and other associated works. (additional information received 18 november 2019,17 december 2019 and 29 january 2020).","Oakland Care","ADG Architects","","planning permission","24th September 2020","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P20/V0989/FUL","approved","Land off Grove Road Wantage OX12 7DR","OX12 7DR",51.593399,-1.422636,NA,NA,NA,51.593399,-1.422636,c(-1.422636, 51.593399)
"118","Vale of White Horse","P21/V0690/FUL",NA,NA,"Knowl House 52 Stert Street Abingdon OX14 3JU","removal/or rewording of condition 4(railings) to allow occupation prior to installation on application refs p19/v1993/ful and p19/v1994/lb.

(change of use from residential care home to hmo including internal alterations to partitions).","3bd Architects","3bd Architects","","planning permission","13th May 2021","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/V0690/FUL","approved","Knowl House 52 Stert Street Abingdon OX14 3JU","OX14 3JU",51.672353,-1.281983,NA,NA,NA,51.672353,-1.281983,c(-1.281983, 51.672353)
"119","Vale of White Horse","P21/V0261/FUL",NA,NA,"Land off Grove Road Grove Road Wantage OX12 7DR","minor material amendment to p20/v0989/ful. amended deliveries document submitted 26 march 2021.

variation of condition 1 (approved plans) of application p19/v2127/ful-update the site plan drawings to show the accurate position of the proposed sub-station. amended plans received 10 june 2020, and additional plans to update sub-station position on plans received 4 september 2020. variation of condition 2 (drawings - minor amendments to make roof details work) on application ref. p17/v0813/ful erection of a care home and extra care units (both within use class c2), parking, landscaping, access and other associated works.","- - -","Gillings Planning Ltd","","planning permission","27th April 2021","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/V0261/FUL","approved","Land off Grove Road Grove Road Wantage OX12 7DR","OX12 7DR",51.593399,-1.422636,NA,NA,NA,51.593399,-1.422636,c(-1.422636, 51.593399)
"120","Vale of White Horse","P21/V1456/FUL",NA,NA,"Land off Grove Road Grove Road Wantage OX12 7DR","variation of conditions -  1 (approved plans), 13 (landscaping scheme) & 22 (quantum of development of extra care building) on application p21/v0261/ful. 

(minor material amendment to p20/v0989/ful. amended deliveries document submitted 26 march 2021.
variation of condition 1 (approved plans) of application p19/v2127/ful-update the site plan drawings to show the accurate position of the proposed sub-station. amended plans received 10 june 2020, and additional plans to update sub-station position on plans received 4 september 2020. variation of condition 2 (drawings - minor amendments to make roof details work) on application ref. p17/v0813/ful erection of a care home and extra care units (both within use class c2), parking, landscaping, access and other associated works.)","Sequoia Living Wantage Ltd","Gillings Planning Ltd","","planning permission","15th September 2021","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P21/V1456/FUL","approved","Land off Grove Road Grove Road Wantage OX12 7DR","OX12 7DR",51.593399,-1.422636,NA,NA,NA,51.593399,-1.422636,c(-1.422636, 51.593399)
"121","Vale of White Horse","P22/V0808/FUL",NA,NA,"Wayside Townsend Road Shrivenham Swindon SN6 8HR","proposed erection of a new care home (c2 use class) & repositioned vehicular access from townsend road","Fidelia Wayside Property Limit","Carless & Adams Ltd","","withdrawn prior to determination","27th June 2022","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P22/V0808/FUL","withdrawn","Wayside Townsend Road Shrivenham Swindon SN6 8HR","SN6 8HR",51.595344,-1.663962,NA,NA,NA,51.595344,-1.663962,c(-1.663962, 51.595344)
"122","Vale of White Horse","P22/V3010/FUL",NA,NA,"Wayside Townsend Road Shrivenham Swindon SN6 8HR","proposed erection of a new care home (c2 use class) and repositioned vehicular access from townsend road.","Fidelia Property Ltd.","Carless & Adams Ltd","","withdrawn prior to determination","18th August 2023","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P22/V3010/FUL","withdrawn","Wayside Townsend Road Shrivenham Swindon SN6 8HR","SN6 8HR",51.595344,-1.663962,NA,NA,NA,51.595344,-1.663962,c(-1.663962, 51.595344)
"123","Vale of White Horse","P23/V2773/FUL",NA,NA,"128 Kennington Road Kennington Oxford OX1 5PE","erection of front and rear single storey extensions to 130 kennington road. combination of 128 and 130 kennington road to form extended residential care home with the provision of 14no. new care bedrooms in no. 130. reconfiguration of combined forecourt area to provide additional car parking.","Auditcare Mon Choisy Limited","Carter Jonas - Oxford","","withdrawn prior to determination","2nd February 2024","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P23/V2773/FUL","withdrawn","128 Kennington Road Kennington Oxford OX1 5PE","OX1 5PE",51.720791,-1.246269,NA,NA,NA,51.720791,-1.246269,c(-1.246269, 51.720791)
"124","Vale of White Horse","P25/V1814/FUL",NA,NA,"128 & 130 Kennington Road Kennington Oxford OX1 5PE","erection of front and rear part single and part two storey extensions to 130 kennington road. combination of 128 and 130 kennington road to form extended residential care home with the provision of 14no. new care bedrooms in no.130. reconfiguration of combined forecourt area to provide additional car parking. (as amended by plans received 23 february 2026.)","Oxford Auditcare Mon Choisy Limited","Carter Jonas LLP","","no decision issued","","care home","care home","https://data.whitehorsedc.gov.uk/java/support/Main.jsp?MODULE=ApplicationDetails&REF=P25/V1814/FUL","unknown","128 & 130 Kennington Road Kennington Oxford OX1 5PE","OX1 5PE",51.720791,-1.246269,NA,NA,NA,51.720791,-1.246269,c(-1.246269, 51.720791)
"125","South Oxfordshire","P12/S0864/FUL",NA,NA,"Watlington & District Care Home Hill Road Watlington OX59 5AE","single storey side extension (as amended by drawing 1019-pl-2.04 b to indicate timber fenestration, accompanying agent's email dated 15th june 2012).

.","Sanctuary Care Ltd.","ABIKAD","","planning permission","24th July 2012","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P12/S0864/FUL","approved","Watlington & District Care Home Hill Road Watlington OX59 5AE","OX59 5AE",NA,NA,51.6433576,-1.006629,"ok",51.6433576,-1.006629,c(-1.006629, 51.6433576)
"126","South Oxfordshire","P12/S1424/FUL",NA,NA,"Townlands Community Hospital York Road Henley-on-Thames RG9 2EB","proposed health and social well being campus comprising conversion and demolition of existing hospital buildings, structures and walls, and redevelopment of the site to provide replacement 18 bed community hospital, 12 bed palliative care facility, 64 no.bed care home, 45 assisted living units and key worker apartments, associated car parking, landscaping, open space, infrastructure and access works including provision of new vehicular access from mount view.

(as amplified by lighting review received 28/09/12, traffic safety audit received 02/10/12, flood risk assessment recieved 02/10/12 and method statement for bats received 17/10/12).

(as amended by drawings 837-1212-d04-i and 837-1212-d04-i received 08/10/12, and drawings aed-ls20-11d, aed-ls20-12d, aed-ls20-002g and aed-ls20-001o received 15/10/12 and drawings 837-1100-d03-p, 837-1202-d04-i, 837-1203-d05-i, 837-1205-d04-i, 837-1210-d03-i, 837-1211-d03-i, 837-1212-d04-i, 837-1213-d04-i, 837-1220-d05-i, 837-1221-d04-i, 837-1222-d04-i, 837-1223-d04-i, 837-1230-d04-i, 837-1231-d04-i, 837-1351-d03-1, 837-1352-d03-i  and 837-1400-d01-i received 18/10/12).","Amber Solutions for Care/NHS Oxfordshire PCT","GVA","","planning permission","19th March 2013","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P12/S1424/FUL","approved","Townlands Community Hospital York Road Henley-on-Thames RG9 2EB","RG9 2EB",NA,NA,51.5388456,-0.9079964,"ok",51.5388456,-0.9079964,c(-0.9079964, 51.5388456)
"127","South Oxfordshire","P12/S3127/FUL",NA,NA,"11 Lane End Crowmarsh Gifford WALLINGFORD Oxon OX10 8DG","change of use from care home to domestic dwelling.","Voyage Care","Collings Design","","planning permission","7th February 2013","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P12/S3127/FUL","approved","11 Lane End Crowmarsh Gifford WALLINGFORD Oxon OX10 8DG","OX10 8DG",51.597573,-1.105566,NA,NA,NA,51.597573,-1.105566,c(-1.105566, 51.597573)
"128","South Oxfordshire","P12/S2982/FUL",NA,NA,"New House Behoes Lane Woodcote RG8 0PP","change of use from care home to domestic dwelling.","Voyage Care","Collings Design","","planning permission","25th January 2013","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P12/S2982/FUL","approved","New House Behoes Lane Woodcote RG8 0PP","RG8 0PP",51.53356,-1.079918,NA,NA,NA,51.53356,-1.079918,c(-1.079918, 51.53356)
"129","South Oxfordshire","P13/S0405/FUL",NA,NA,"136 Loyd Road Didcot OX11 8JR","convert and extend a residential dwelling into an 6no. bedroom residential care home (use class c2) for people with learning disabilities or mental health disorders.- revised design of a new build 1no. bedroom annexe accommodation (use class c2) to be occupied by people with learning disabilities or mental health disorders. (as amplified by additional information received 11 march 2013.)","TMA Property Solutions Ltd","Jackson Design Associates","","planning permission","15th May 2013","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P13/S0405/FUL","approved","136 Loyd Road Didcot OX11 8JR","OX11 8JR",51.596253,-1.24836,NA,NA,NA,51.596253,-1.24836,c(-1.24836, 51.596253)
"130","South Oxfordshire","P13/S2171/FUL",NA,NA,"Westgate House Care Home Millington Road Wallingford Oxfordshire OX10 8FE","ground floor extension to increase lounge space within the dementia wing of a care home","Mr Nigel Fenton","The Orders of St John Care tru","","planning permission","18th September 2013","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P13/S2171/FUL","approved","Westgate House Care Home Millington Road Wallingford Oxfordshire OX10 8FE","OX10 8FE",51.602901,-1.13135,NA,NA,NA,51.602901,-1.13135,c(-1.13135, 51.602901)
"131","South Oxfordshire","P13/S2051/FUL",NA,NA,"Watlington & District Care Home Hill Road Watlington OX49 5AE","to provide a single storey extension to the existing care home that will be an orangery for the use of existing residents.","Sanctuary Care Ltd","KWL Architects Limited","","planning permission","6th September 2013","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P13/S2051/FUL","approved","Watlington & District Care Home Hill Road Watlington OX49 5AE","OX49 5AE",51.640548,-0.996914,NA,NA,NA,51.640548,-0.996914,c(-0.996914, 51.640548)
"132","South Oxfordshire","P14/S2354/FUL",NA,NA,"Land off Kiln Avenue Chinnor OX39 4ER","erection of a new 60 bed care home (as amended by site plan, feasibility plan and proposed elevations received 11 december 2014)","Four Seasons Health Care","Pharaoh Designs","","planning permission","10th February 2015","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P14/S2354/FUL","approved","Land off Kiln Avenue Chinnor OX39 4ER","OX39 4ER",51.698156,-0.906117,NA,NA,NA,51.698156,-0.906117,c(-0.906117, 51.698156)
"133","South Oxfordshire","P15/S3385/FUL",NA,NA,"The Workshop Newtown Road Henley-on-Thames RG9 1HG","demolition of the existing building and the erection of an 80 bed care home (c2 use) with parking,  landscaping, retention of existing access to newtown road and creation of a new access from mill lane.(as amended by drawings accompanying email from agent dated 9 march 2016)","Henthames Limited and Hallmark","Woolf Bond Planning","","planning permission","20th December 2016","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P15/S3385/FUL","approved","The Workshop Newtown Road Henley-on-Thames RG9 1HG","RG9 1HG",51.529362,-0.895508,NA,NA,NA,51.529362,-0.895508,c(-0.895508, 51.529362)
"134","South Oxfordshire","P16/S0900/FUL",NA,NA,"Winterbrook Nursing Home 18 Winterbrook Wallingford OX10 9EA","single storey staff room extension. as amended by revised plan received on 09 may 2016 showing removal of bathroom window to rear elevation.","Mr H Surdhar","Colin Dawson","","planning permission","9th May 2016","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S0900/FUL","approved","Winterbrook Nursing Home 18 Winterbrook Wallingford OX10 9EA","OX10 9EA",51.592584,-1.127303,NA,NA,NA,51.592584,-1.127303,c(-1.127303, 51.592584)
"135","South Oxfordshire","P16/S2195/FUL",NA,NA,"Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","variation of condition 13 of planning permission app/q3115/a/13/2192681 (travel plan).

partial demolition of existing care home, eastfield house, construction of extensions and associated works and change of use of land at the rear of the home from c3 to c2 to provide additional external amenity space.","Ross Healthcare Ltd","Buckle Chamberlain Partnership","","planning permission","31st August 2016","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S2195/FUL","approved","Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","RG8 7EJ",51.48993,-1.082006,NA,NA,NA,51.48993,-1.082006,c(-1.082006, 51.48993)
"136","South Oxfordshire","P16/S2193/FUL",NA,NA,"Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","removal of condition 13 of planning permission app/q3115/a/13/2192681 (travel plan).

partial demolition of existing care home, eastfield house, construction of extensions and associated works and change of use of land at the rear of the home from c3 to c2 to provide additional external amenity space.","Ross Healthcare","Buckle Chamberlain Partnership","","planning permission","31st August 2016","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S2193/FUL","approved","Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","RG8 7EJ",51.48993,-1.082006,NA,NA,NA,51.48993,-1.082006,c(-1.082006, 51.48993)
"137","South Oxfordshire","P16/S1686/FUL",NA,NA,"The Close Care Home Abingdon Road Burcot OX143DP","the area to the rear of the existing carpark is used as waste storage area, we are planning to extend the car park to accommodate visitors to the home, the area will be 30m x 16m this will be surrounded by reinforced concrete retaining wall to hold the land in place and then surrounded by new fencing. 

(as amplified by arboricultural impact assessment dated 11 july 2016 accompanying e-mail from applicant received 12 july 2016 and amended by drawing 909-01 revision a altering tree protection and detailing car parking spaces)","Mr richard edwards","Mr Richard Edwards","","withdrawn prior to determination","19th January 2017","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S1686/FUL","withdrawn","The Close Care Home Abingdon Road Burcot OX143DP","OX143DP",51.659233,-1.185327,NA,NA,NA,51.659233,-1.185327,c(-1.185327, 51.659233)
"138","South Oxfordshire","P16/S1422/FUL",NA,NA,"The Close Nursing Home Burcot OX14 3DP","erection of 4 x 4m shed to rear of property. (as amplified by arboricultural impact assessment dated 11 july 2016 accompanying e-mail from applicant received 12 july 2016)","Mr Richard Edwards","Cavendish Care Ltd","","planning permission","30th August 2016","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S1422/FUL","approved","The Close Nursing Home Burcot OX14 3DP","OX14 3DP",51.659233,-1.185327,NA,NA,NA,51.659233,-1.185327,c(-1.185327, 51.659233)
"139","South Oxfordshire","P16/S4157/FUL",NA,NA,"Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","erection of gas and electricity meter housing - to replace previous timber summer house (as amended to reposition the building)","Ross Healthcare Ltd","Buckle Chamberlain Partnership","","planning permission","8th March 2017","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S4157/FUL","approved","Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","RG8 7EJ",51.48993,-1.082006,NA,NA,NA,51.48993,-1.082006,c(-1.082006, 51.48993)
"140","South Oxfordshire","P16/S3799/FUL",NA,NA,"Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","variation of conditions 9 on application p16/s2399/o

'partial demolition of existing care home, eastfield house, construction of extensions and associated works and change of use of land at the rear of the home from c3 to c2 to provide additional external amenity space.
the site currently benefits from planning permission granted under appeal ref. app/q3115/a/13/2192681, dated 21 august 2013 '","Ross Healthcare","Buckle Chamberlain Partnership","","planning permission","3rd January 2017","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S3799/FUL","approved","Eastfield House Care Home Eastfield Lane Whitchurch on Thames RG8 7EJ","RG8 7EJ",51.48993,-1.082006,NA,NA,NA,51.48993,-1.082006,c(-1.082006, 51.48993)
"141","South Oxfordshire","P16/S3424/FUL",NA,NA,"Churchfield Lane Benson OX10 6SH","development of a 60 bed c2 use class elderly care home (as amplified by drainage testing information received 2 november 2016, section plan showing site levels received 22 november 2016, sustainable drainage and landscape management plan and additional information received 14 december 2016, trics daily trip rate survey received 15 december 2016, footpath plan received 15 december 2016, archaeological evaluation and drainage impact assessment received 15 may 2018).","Mr Danny Sharpe","Northstar Benson Limited","","planning permission","27th February 2017","care home","care home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P16/S3424/FUL","approved","Churchfield Lane Benson OX10 6SH","OX10 6SH",51.620436,-1.114708,NA,NA,NA,51.620436,-1.114708,c(-1.114708, 51.620436)
"142","South Oxfordshire","P17/S0679/FUL",NA,NA,"The Close Nursing Home Burcot OX14 3DP","new flooring to bin area and new security lighting (as supported by applicant's email and attached photograph received on 17 march 2017; and ; arena light specification and email received 30 may 2017; and amended arboricultural impact assessment received 7th july 2017)","Mr Richard Edwards","Mr Richard Edwards","","planning permission","10th July 2017","care home","nursing home","https://data.southoxon.gov.uk/ccm/support/Main.jsp?MODULE=ApplicationDetails&REF=P17/S0679/FUL","approved","The Close Nursing Home Burcot OX14 3DP","OX14 3DP",51.659233,-1.185327,NA,NA,NA,51.659233,-1.185327,c(-1.185327, 51.659233)
